FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Type of Transaction,Type of Property,Total Consideration
S92000003,Scotland,Country,2019-05,Count,Transactions,9110,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-05,Count,Transactions,3040,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,940,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,1540,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-04,Count,Transactions,120,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,720,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-04,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,440,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-04,Count,Transactions,8830,Conveyance,Residential,All
S92000003,Scotland,Country,2019-04,Count,Transactions,8830,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-04,Count,Transactions,730,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,2940,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,240,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,1980,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-06,Count,Transactions,500,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-06,Count,Transactions,1930,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-06,Count,Transactions,9300,Conveyance,Residential,All
S92000003,Scotland,Country,2019-06,Count,Transactions,50,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,10590,All,All,Not Applicable
S92000003,Scotland,Country,2019-06,Count,Transactions,4080,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,1300,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-07,Count,Transactions,70,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,9300,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-07,Count,Transactions,220,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-07,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,850,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,1010,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,180,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,1380,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-05,Count,Transactions,410,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-06,Count,Transactions,380,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-05,Count,Transactions,4300,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,170,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-05,Count,Transactions,1970,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-05,Count,Transactions,540,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-06,Count,Transactions,390,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2019-06,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,3290,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-06,Count,Transactions,420,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2019-06,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,420,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2019-02,Count,Transactions,5620,Conveyance,Residential,All
S92000003,Scotland,Country,2019-02,Count,Transactions,2760,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,1840,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,240,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,3390,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,60,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,400,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-02,Count,Transactions,6940,All,All,Not Applicable
S92000003,Scotland,Country,2019-02,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,220,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2019-02,Count,Transactions,5620,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-02,Count,Transactions,510,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-01,Count,Transactions,1410,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-01,Count,Transactions,2240,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,8320,All,All,Not Applicable
S92000003,Scotland,Country,2019-01,Count,Transactions,590,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,550,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-01,Count,Transactions,320,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2019-01,Count,Transactions,6900,Conveyance,Residential,All
S92000003,Scotland,Country,2019-01,Count,Transactions,430,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-01,Count,Transactions,440,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2019-01,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,2080,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-01,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-01,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,330,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,7540,All,Residential,Not Applicable
S92000003,Scotland,Country,2019-03,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,9070,All,All,Not Applicable
S92000003,Scotland,Country,2019-03,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,430,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2019-03,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,4180,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-04,Count,Transactions,380,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2019-04,Count,Transactions,320,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,670,Conveyance,Non-residential,All
S92000003,Scotland,Country,2019-03,Count,Transactions,1520,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-03,Count,Transactions,60,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,1320,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2019-02,Count,Transactions,550,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,7540,Conveyance,Residential,All
S92000003,Scotland,Country,2019-03,Count,Transactions,660,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2019-02,Count,Transactions,1200,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-02,Count,Transactions,440,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,430,Lease,All,Not Applicable
S92000003,Scotland,Country,2019-03,Count,Transactions,1690,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2019-03,Count,Transactions,3670,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,740,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,2430,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2019-03,Count,Transactions,310,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-03,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,2690,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,220,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,630,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-04,Count,Transactions,490,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-04,Count,Transactions,4660,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,90,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-04,Count,Transactions,580,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-04,Count,Transactions,1260,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-04,Count,Transactions,8340,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-04,Count,Transactions,500,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,5430,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,9680,Conveyance,Residential,All
S92000003,Scotland,Country,2016-03,Count,Transactions,1190,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,6220,Conveyance,Residential,All
S92000003,Scotland,Country,2016-03,Count,Transactions,10870,All,All,Not Applicable
S92000003,Scotland,Country,2016-03,Count,Transactions,710,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,560,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-03,Count,Transactions,9680,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-03,Count,Transactions,780,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-03,Count,Transactions,60,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,4080,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,610,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,1350,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-05,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-05,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,1030,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-05,Count,Transactions,7680,Conveyance,Residential,All
S92000003,Scotland,Country,2016-05,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,570,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-06,Count,Transactions,8700,Conveyance,Residential,All
S92000003,Scotland,Country,2016-06,Count,Transactions,370,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-05,Count,Transactions,490,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,320,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,2540,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,9600,All,All,Not Applicable
S92000003,Scotland,Country,2016-04,Count,Transactions,590,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,680,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-04,Count,Transactions,210,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-04,Count,Transactions,8340,Conveyance,Residential,All
S92000003,Scotland,Country,2016-05,Count,Transactions,8710,All,All,Not Applicable
S92000003,Scotland,Country,2016-05,Count,Transactions,240,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2016-05,Count,Transactions,300,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,7690,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-04,Count,Transactions,60,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-05,Count,Transactions,2480,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,720,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,9620,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-12,Count,Transactions,300,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,1130,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-12,Count,Transactions,830,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,270,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,5000,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,10750,All,All,Not Applicable
S92000003,Scotland,Country,2015-12,Count,Transactions,3030,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,420,Lease,All,Not Applicable
S92000003,Scotland,Country,2015-12,Count,Transactions,720,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-12,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,9370,Conveyance,Residential,All
S92000003,Scotland,Country,2015-11,Count,Transactions,4880,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,1100,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2015-11,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,10470,All,All,Not Applicable
S92000003,Scotland,Country,2015-11,Count,Transactions,550,Conveyance,Non-residential,All
S92000003,Scotland,Country,2015-11,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,9370,All,Residential,Not Applicable
S92000003,Scotland,Country,2015-11,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2015-12,Count,Transactions,9620,Conveyance,Residential,All
S92000003,Scotland,Country,2015-11,Count,Transactions,700,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,780,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2015-11,Count,Transactions,550,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,3560,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,130,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,470,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-01,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,440,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,1720,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,960,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,7180,All,All,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,500,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,400,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,510,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-02,Count,Transactions,6220,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-02,Count,Transactions,20,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,6010,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-01,Count,Transactions,420,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-01,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,190,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,6920,All,All,Not Applicable
S92000003,Scotland,Country,2016-01,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-01,Count,Transactions,410,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,50,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,1800,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,910,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-01,Count,Transactions,3330,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-01,Count,Transactions,6000,Conveyance,Residential,All
S92000003,Scotland,Country,2018-05,Count,Transactions,710,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,90,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,270,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,350,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-04,Count,Transactions,3860,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,580,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-05,Count,Transactions,8420,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,820,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,9710,All,All,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,1290,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,190,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,1220,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-04,Count,Transactions,420,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-04,Count,Transactions,30,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,8030,Conveyance,Residential,All
S92000003,Scotland,Country,2018-04,Count,Transactions,100,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,300,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,820,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,640,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,8040,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-04,Count,Transactions,9270,All,All,Not Applicable
S92000003,Scotland,Country,2018-04,Count,Transactions,330,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-04,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-04,Count,Transactions,210,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,460,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-06,Count,Transactions,540,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-06,Count,Transactions,3320,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,290,"Three-year lease review, assignation or termination",All,Not Applicable
S92000003,Scotland,Country,2018-06,Count,Transactions,150,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,10930,All,All,Not Applicable
S92000003,Scotland,Country,2018-06,Count,Transactions,880,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,10120,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-07,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-07,Count,Transactions,1360,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-07,Count,Transactions,610,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-06,Count,Transactions,2110,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-06,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,9660,All,Residential,Not Applicable
S92000003,Scotland,Country,2018-05,Count,Transactions,8410,Conveyance,Residential,All
S92000003,Scotland,Country,2018-05,Count,Transactions,4080,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,50,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,9650,Conveyance,Residential,All
S92000003,Scotland,Country,2018-05,Count,Transactions,2770,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-05,Count,Transactions,1910,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-05,Count,Transactions,40,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,390,Conveyance with claim for repayment of ADS,All,All
S92000003,Scotland,Country,2018-06,Count,Transactions,4450,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,260,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,960,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2018-06,Count,Transactions,1280,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-02,Count,Transactions,480,Conveyance,Non-residential,All
S92000003,Scotland,Country,2018-02,Count,Transactions,510,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,2850,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,70,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,1040,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2016-06,Count,Transactions,280,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,900,All,Non-residential,Not Applicable
S92000003,Scotland,Country,2018-02,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,1370,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2018-02,Count,Transactions,230,Conveyance,Non-residential,0 to 150 Thousand Pounds
S92000003,Scotland,Country,2018-02,Count,Transactions,6510,All,All,Not Applicable
S92000003,Scotland,Country,2018-02,Count,Transactions,420,Lease,All,Not Applicable
S92000003,Scotland,Country,2018-02,Count,Transactions,5600,Conveyance,Residential,All
S92000003,Scotland,Country,2018-02,Count,Transactions,30,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,2870,Conveyance,Residential,>145 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,630,Conveyance,Residential,>325 to 750 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,50,Conveyance,Residential,>750 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,720,Conveyance,Residential,>250 to 325 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,490,Lease,All,Not Applicable
S92000003,Scotland,Country,2016-06,Count,Transactions,160,Conveyance,Non-residential,>350 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,80,Conveyance,Non-residential,>150 to 250 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,1740,Conveyance with ADS declared due,All,All
S92000003,Scotland,Country,2016-06,Count,Transactions,40,Conveyance,Non-residential,>250 to 350 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,8700,All,Residential,Not Applicable
S92000003,Scotland,Country,2016-06,Count,Transactions,550,Conveyance,Non-residential,All
S92000003,Scotland,Country,2016-06,Count,Transactions,4430,Conveyance,Residential,0 to 145 Thousand Pounds
S92000003,Scotland,Country,2016-06,Count,Transactions,9740,All,All,Not Applicable
